TRANSACTIONID,TRANSACTIONTYPE,TRANSACTIONDATE,TRANSACTIONTIME,AMOUNT,DESCRIPTION,BANKBRANCH,VIA,ACCOUNTNO,ACCOUNTSTATE,BALANCE,BENACCOUNTNO,BENACCOUNTSTATE,DESTINATIONPREVIOUSBALANCE,DESTINATIONNEWBALANCE,SOURCEPREVIOUSBALANCE,SOURCENEWBALANCE,SOURCEPHONENUMBER,DESTINATIONPHONENUMBER,FLAG
T009859,Withdrawal,2025-11-05,11:34:00,3753,Generated transaction,BR001,Online,ACC1004041,active,0,ACC1000539,active,862,0,53,0,1802746530,8627296495,Smurfing
T009860,Transfer,2025-11-01,12:02:00,1351,Generated transaction,BR035,ATM,ACC1005143,active,2575,ACC1003654,active,1116,0,1224,2575,5568642596,8488397759,
T009861,Withdrawal,2025-11-04,03:18:00,2572,Generated transaction,BR050,Branch,ACC1007894,active,0,ACC1000449,active,2433,0,777,0,5055670519,9668408872,
T009862,Deposit,2025-11-05,15:33:00,3293,Generated transaction,BR032,ATM,ACC1002082,active,5913,ACC1007215,active,764,4057,2620,5913,4034211486,1854604632,
T009863,Deposit,2025-10-31,09:23:00,3771,Generated transaction,BR021,Branch,ACC1000889,active,7734,ACC1009529,active,237,4008,3963,7734,2549309422,3655875211,
T009864,Withdrawal,2025-10-31,01:10:00,1519,Generated transaction,BR019,ATM,ACC1001598,active,0,ACC1001448,active,2457,3976,1224,0,4563497149,7417424306,Smurfing
T009865,Deposit,2025-11-04,08:48:00,3714,Generated transaction,BR005,Branch,ACC1001646,active,4778,ACC1001325,active,2959,6673,1064,4778,3824881172,2679618003,Circular
T009866,Withdrawal,2025-11-02,01:16:00,1275,Generated transaction,BR020,ATM,ACC1001133,active,0,ACC1008906,active,1612,337,942,0,3274226625,7430041150,Smurfing
T009867,Deposit,2025-11-02,14:45:00,3308,Generated transaction,BR010,Online,ACC1001136,active,38292,ACC1004513,active,1848,5156,137,38292,2607399879,3390001992,Abnormal-Balance
T009868,Transfer,2025-10-31,02:48:00,2274,Generated transaction,BR010,ATM,ACC1004149,active,475,ACC1006736,active,356,2630,2749,475,9718758531,6977155585,Circular
T009869,Deposit,2025-11-02,07:58:00,110,Generated transaction,BR009,Branch,ACC1001640,active,886,ACC1002182,active,1618,1728,996,886,1699452831,6050005298,Smurfing
T009870,Transfer,2025-11-02,22:29:00,916,Generated transaction,BR044,Online,ACC1003836,dormant,916,ACC1008239,active,2717,1801,0,916,2934307938,8031158513,Dormant-Active
T009871,Deposit,2025-10-31,21:34:00,458,Generated transaction,BR018,Branch,ACC1002122,active,41506,ACC1005942,active,2452,2910,161,41506,9906678987,9452162666,Abnormal-Balance
T009872,Transfer,2025-10-31,08:19:00,414,Generated transaction,BR035,Online,ACC1007455,active,1669,ACC1003692,active,2387,1973,1255,1669,7814630738,4639692076,
T009873,Deposit,2025-11-06,16:02:00,2343,Generated transaction,BR040,Branch,ACC1009904,active,2540,ACC1006080,active,2109,4452,197,2540,4179282047,1542247434,Circular
T009874,Transfer,2025-11-06,11:52:00,4567,Generated transaction,BR031,ATM,ACC1004138,active,-2073,ACC1007480,active,747,0,2494,-2073,6171348824,7546598368,Circular
T009875,Withdrawal,2025-11-02,13:14:00,2230,Generated transaction,BR001,Online,ACC1002246,active,0,ACC1001581,active,1768,0,1507,0,9448031245,4100300676,Smurfing
T009876,Transfer,2025-10-31,09:50:00,4987,Generated transaction,BR046,ATM,ACC1002523,active,-3004,ACC1008249,active,2585,0,1983,-3004,5680936647,7749781576,Circular
T009877,Deposit,2025-11-01,19:48:00,1267,Generated transaction,BR020,ATM,ACC1007715,active,2934,ACC1005408,active,735,2002,1667,2934,9046642098,1475908336,Circular
T009878,Withdrawal,2025-11-04,14:12:00,2102,Generated transaction,BR020,Online,ACC1004015,active,4398,ACC1005853,active,335,0,2296,4398,2045229848,7397049174,
T009879,Deposit,2025-11-06,21:17:00,219,Generated transaction,BR022,Branch,ACC2976147,active,1153,ACC1001099,active,2278,2059,934,1153,2714200482,5897966758,High-Risk
T009880,Transfer,2025-11-03,00:57:00,1460,Generated transaction,BR001,ATM,ACC1007130,active,2189,ACC1006660,active,2689,1229,3649,2189,2649436219,2579398817,
T009881,Deposit,2025-11-06,20:47:00,1433,Generated transaction,BR014,Online,ACC1008756,active,662,ACC1006610,active,264,1697,2095,662,1446439494,7121358121,
T009882,Deposit,2025-11-06,14:50:00,2634,Generated transaction,BR040,Online,ACC1006374,active,3574,ACC1004141,active,2895,261,940,3574,6283116363,2060954412,Circular
T009883,Deposit,2025-11-06,15:00:00,4051,Generated transaction,BR034,Branch,ACC1002076,active,0,ACC1005151,active,1039,5090,531,0,8532735609,5695931741,Smurfing
T009884,Deposit,2025-11-04,07:28:00,1635,Generated transaction,BR028,Online,ACC1005824,active,5497,ACC1009948,active,2795,4430,3862,5497,5066826501,7986524690,
T009885,Withdrawal,2025-11-01,12:28:00,2246,Generated transaction,BR043,ATM,ACC2976147,active,-2054,ACC1005877,active,2376,4622,192,-2054,4178064579,4392982554,High-Risk
T009886,Transfer,2025-11-03,01:38:00,3663,Generated transaction,BR041,Online,ACC1004010,active,0,ACC1008007,active,2490,0,1136,0,6980662241,4288085376,Smurfing
T009887,Withdrawal,2025-10-31,20:35:00,3213,Generated transaction,BR017,Online,ACC1007995,active,6148,ACC1002545,active,1428,4641,2935,6148,2732674652,8149957798,
T009888,Withdrawal,2025-11-03,05:03:00,2884,Generated transaction,BR043,Online,ACC1001025,active,53,ACC1000628,active,1134,4018,2937,53,2607995003,6867265707,Circular
T009889,Deposit,2025-11-01,07:25:00,1091,Generated transaction,BR022,Branch,ACC1001049,active,1484,ACC1003112,active,307,0,393,1484,4474907408,4844797189,
T009890,Transfer,2025-10-31,23:25:00,4968,Generated transaction,BR023,Online,ACC1002781,active,0,ACC1001333,active,2830,7798,3675,0,8266313764,4441267262,
T009891,Withdrawal,2025-11-06,12:47:00,4203,Generated transaction,BR046,Branch,ACC1000926,active,0,ACC1003749,active,1794,0,4194,0,1593359577,1632518277,
T009892,Transfer,2025-11-04,18:21:00,3570,Generated transaction,BR032,ATM,ACC1006064,active,0,ACC1007370,active,693,0,1829,0,3741032869,3943275235,Smurfing
T009893,Transfer,2025-11-03,03:04:00,3570,Generated transaction,BR027,Online,ACC1006359,active,-2005,ACC1006390,active,1878,5448,1565,-2005,4571047840,8799910058,Circular
T009894,Transfer,2025-11-04,17:09:00,4678,Generated transaction,BR049,Branch,ACC1003757,active,0,ACC1002882,active,1099,0,220,0,5641371014,3900112220,Smurfing
T009895,Transfer,2025-10-31,09:54:00,2539,Generated transaction,BR030,Online,ACC1004363,active,0,ACC1007020,active,1956,4495,1652,0,1465619060,6710248144,
T009896,Transfer,2025-11-01,03:16:00,4816,Generated transaction,BR020,Branch,ACC1002413,dormant,4816,ACC1000934,active,2461,0,0,4816,5188772597,5539200098,Dormant-Active
T009897,Deposit,2025-10-31,12:10:00,270,Generated transaction,BR014,Online,ACC1007705,active,1418,ACC1000938,active,1280,1010,1148,1418,3079788720,5403382728,
T009898,Transfer,2025-11-05,14:54:00,3225,Generated transaction,BR011,Online,ACC1002079,active,0,ACC1006401,active,1014,0,1796,0,7904973418,3846756761,Smurfing
T009899,Transfer,2025-11-04,05:55:00,4637,Generated transaction,BR022,Branch,ACC1000455,active,5615,ACC1002086,active,2261,0,978,5615,4982129160,3933660848,
T009900,Withdrawal,2025-11-01,10:27:00,2017,Generated transaction,BR008,Branch,ACC1006540,active,0,ACC1004004,active,1454,3471,1667,0,3331888879,5260100967,Smurfing
T009901,Deposit,2025-11-02,18:33:00,514,Generated transaction,BR023,ATM,ACC2976147,active,1063,ACC1007596,active,49,0,549,1063,1268770394,4024950957,High-Risk
T009902,Transfer,2025-11-02,05:40:00,2383,Generated transaction,BR050,ATM,ACC1000242,active,2584,ACC1003081,active,208,2591,4967,2584,7993352731,2921102195,
T009903,Deposit,2025-10-31,00:30:00,275,Generated transaction,BR004,ATM,ACC5960522,active,1040,ACC1001643,active,2590,2315,765,1040,7037659921,3459562148,High-Risk
T009904,Deposit,2025-11-04,07:33:00,547,Generated transaction,BR026,Online,ACC6970109,active,1189,ACC1008895,active,1372,825,642,1189,9119801184,6672591788,High-Risk
T009905,Withdrawal,2025-11-05,21:45:00,1896,Generated transaction,BR010,Branch,ACC1004306,active,2672,ACC1005434,active,2416,4312,4568,2672,9801127042,8058059872,
T009906,Withdrawal,2025-11-03,07:09:00,457,Generated transaction,BR030,Online,ACC1009960,active,3318,ACC1008855,active,2525,2982,2861,3318,5208785008,5527227849,
T009907,Deposit,2025-11-05,16:57:00,1126,Generated transaction,BR015,ATM,ACC1003543,active,0,ACC1009742,active,1754,2880,533,0,8860620376,9819320534,Smurfing
T009908,Deposit,2025-11-01,15:16:00,2020,Generated transaction,BR012,ATM,ACC1003116,active,23065,ACC1004211,active,955,0,192,23065,6718102409,2661235129,Abnormal-Balance
T009909,Transfer,2025-11-01,14:32:00,1757,Generated transaction,BR032,Online,ACC6802190,active,-1644,ACC1007751,active,977,0,113,-1644,7683501187,6885589063,High-Risk
T009910,Transfer,2025-11-03,08:17:00,2116,Generated transaction,BR026,ATM,ACC1005531,dormant,2116,ACC1003247,active,579,2695,0,2116,7948606463,7946909750,Dormant-Active
T009911,Deposit,2025-11-04,02:03:00,850,Generated transaction,BR038,Branch,ACC1000589,active,2197,ACC1001683,active,2533,1683,1347,2197,9465058841,3755379250,
T009912,Deposit,2025-11-02,10:03:00,1093,Generated transaction,BR042,Online,ACC1002222,active,2466,ACC1003814,active,1842,749,1373,2466,4565104202,8891379479,Circular
T009913,Transfer,2025-11-05,00:18:00,1154,Generated transaction,BR020,Branch,ACC1005649,active,306,ACC1008731,active,1771,617,1460,306,1373223411,1219653643,Smurfing
T009914,Transfer,2025-11-04,06:52:00,3245,Generated transaction,BR050,Branch,ACC1007855,active,-714,ACC1002213,active,173,3418,2531,-714,2489017267,5267119550,Circular
T009915,Deposit,2025-11-01,14:02:00,1095,Generated transaction,BR012,Branch,ACC1009080,active,2271,ACC1004289,active,518,1613,1176,2271,3562398675,5497968461,Circular
T009916,Deposit,2025-10-31,00:51:00,3492,Generated transaction,BR006,ATM,ACC1000974,active,0,ACC1009161,active,741,0,1438,0,9794483261,3874005523,Smurfing
T009917,Deposit,2025-11-06,11:32:00,4777,Generated transaction,BR034,ATM,ACC1003916,active,0,ACC1009409,active,829,0,3883,0,5794801017,9308816569,
T009918,Deposit,2025-11-05,02:01:00,1652,Generated transaction,BR040,ATM,ACC1004453,active,0,ACC1008015,active,2429,4081,1491,0,1286102692,4577526587,
T009919,Deposit,2025-11-05,14:51:00,4890,Generated transaction,BR014,Branch,ACC1002079,active,0,ACC1000714,active,1668,0,615,0,5990285783,9068615489,Smurfing
T009920,Withdrawal,2025-11-06,21:02:00,48,Generated transaction,BR039,Branch,ACC1009150,active,4977,ACC1006134,active,1611,1659,4929,4977,7546299848,1882036336,
T009921,Deposit,2025-11-01,21:32:00,1574,Generated transaction,BR008,Branch,ACC1003522,active,0,ACC1006457,active,376,1950,336,0,5465460512,8765253252,Smurfing
T009922,Transfer,2025-10-31,07:08:00,245,Generated transaction,BR011,Branch,ACC1002868,active,1137,ACC1007612,active,2021,2266,1382,1137,3515794991,9530843628,Smurfing
T009923,Withdrawal,2025-11-06,01:30:00,2497,Generated transaction,BR041,Online,ACC1008531,active,-78,ACC1000910,active,1605,4102,2419,-78,5727264163,7093066780,Circular
T009924,Transfer,2025-11-02,05:14:00,1852,Generated transaction,BR042,ATM,ACC1000346,active,0,ACC1009880,active,1323,0,1083,0,5776842542,3292112812,Smurfing
T009925,Deposit,2025-11-04,12:18:00,1396,Generated transaction,BR016,Online,ACC1001660,active,0,ACC1006438,active,2877,1481,97,0,6994503333,8680498594,Smurfing
T009926,Deposit,2025-11-03,13:36:00,1793,Generated transaction,BR038,ATM,ACC1003719,active,16168,ACC1009613,active,1278,3071,62,16168,6970362400,2464821274,Abnormal-Balance
T009927,Withdrawal,2025-11-03,01:25:00,4928,Generated transaction,BR039,Online,ACC1007929,active,9043,ACC1004839,active,1324,0,4115,9043,4693594779,6320874313,
T009928,Withdrawal,2025-11-03,21:06:00,2239,Generated transaction,BR027,Online,ACC1009446,active,0,ACC1004059,active,896,0,949,0,3460103177,8262644346,
T009929,Transfer,2025-11-04,18:30:00,1738,Generated transaction,BR037,ATM,ACC1001275,active,0,ACC1009213,active,2017,3755,704,0,4106763887,9988766302,
T009930,Transfer,2025-11-02,09:35:00,997,Generated transaction,BR003,Online,ACC1007260,active,0,ACC1005085,active,1067,2064,459,0,5549361023,5308232499,
T009931,Withdrawal,2025-11-04,11:47:00,3975,Generated transaction,BR040,Branch,ACC1000451,active,5371,ACC1003854,active,2444,6419,1396,5371,9432658802,1083738441,
T009932,Deposit,2025-11-03,17:01:00,3628,Generated transaction,BR022,Online,ACC1006623,active,0,ACC1007457,active,648,4276,243,0,4453446224,7657369152,Smurfing
T009933,Deposit,2025-11-02,01:25:00,803,Generated transaction,BR023,Online,ACC6802190,active,1180,ACC1009655,active,1642,2445,377,1180,7175213511,2984665342,High-Risk
T009934,Deposit,2025-10-31,09:30:00,3586,Generated transaction,BR012,ATM,ACC1004516,active,5930,ACC1006709,active,296,0,2344,5930,3583741311,6034688687,Circular
T009935,Deposit,2025-11-03,06:06:00,4615,Generated transaction,BR006,Online,ACC1001019,active,0,ACC1004937,active,2259,6874,720,0,1945064261,9311309479,Smurfing
T009936,Deposit,2025-11-03,09:49:00,2348,Generated transaction,BR043,ATM,ACC1008694,active,3988,ACC1000147,active,1866,0,1640,3988,6640872806,7330302454,Circular
T009937,Withdrawal,2025-11-06,15:04:00,2112,Generated transaction,BR050,Online,ACC1005407,active,0,ACC1004975,active,323,0,627,0,1281821995,5620305676,Smurfing
T009938,Withdrawal,2025-11-02,00:38:00,3437,Generated transaction,BR044,Online,ACC1009095,active,0,ACC1000478,active,2840,0,890,0,4124204512,8130544924,Smurfing
T009939,Transfer,2025-11-02,06:02:00,988,Generated transaction,BR038,Branch,ACC1000169,active,1533,ACC1003387,active,2819,3807,2521,1533,3875247018,3947432778,
T009940,Withdrawal,2025-10-31,16:31:00,2041,Generated transaction,BR043,ATM,ACC1008047,active,0,ACC1004969,active,2595,4636,1762,0,8749599963,6969542870,Smurfing
T009941,Withdrawal,2025-11-03,07:54:00,1465,Generated transaction,BR041,Online,ACC1007784,active,515,ACC1001560,active,820,2285,1980,515,8381540622,5185999524,Smurfing
T009942,Withdrawal,2025-10-31,05:24:00,1723,Generated transaction,BR009,Online,ACC1005381,active,0,ACC1006591,active,2182,459,1416,0,6153719133,2065038558,Smurfing
T009943,Withdrawal,2025-11-06,02:50:00,4356,Generated transaction,BR038,Online,ACC1003097,active,8549,ACC1001287,active,1745,0,4193,8549,8160317534,7583068498,
T009944,Deposit,2025-11-01,00:01:00,3048,Generated transaction,BR016,ATM,ACC1008440,active,5890,ACC1009898,active,1145,4193,2842,5890,8378638849,8966060620,Circular
T009945,Withdrawal,2025-11-06,20:28:00,3906,Generated transaction,BR011,Online,ACC1006062,active,0,ACC1000028,active,475,4381,765,0,9461816953,8560903774,Smurfing
T009946,Withdrawal,2025-11-02,10:31:00,3008,Generated transaction,BR047,Online,ACC1006958,active,0,ACC1002504,active,2576,5584,189,0,3873307991,3802088314,
T009947,Transfer,2025-11-06,00:10:00,112,Generated transaction,BR019,ATM,ACC6802190,active,429,ACC1003707,active,303,191,541,429,8521570555,4453718317,High-Risk
T009948,Withdrawal,2025-11-03,02:27:00,2872,Generated transaction,BR005,Online,ACC1009511,active,7314,ACC1002216,active,419,3291,4442,7314,1462720723,5211157024,
T009949,Transfer,2025-11-04,11:14:00,2220,Generated transaction,BR029,ATM,ACC1002038,active,4121,ACC1006723,active,1608,0,1901,4121,4410286688,5791274841,
T009950,Withdrawal,2025-11-03,12:11:00,2202,Generated transaction,BR049,ATM,ACC1005047,active,0,ACC1003427,active,2997,795,168,0,6483883348,5663570938,Smurfing
T009951,Withdrawal,2025-11-02,17:49:00,2135,Generated transaction,BR039,Branch,ACC1002155,active,3746,ACC1003579,active,1542,3677,1611,3746,8582727608,6724735642,
T009952,Deposit,2025-11-05,20:39:00,4972,Generated transaction,BR025,Online,ACC1001504,active,9569,ACC1007458,active,833,0,4597,9569,8759624784,2490139753,
T009953,Transfer,2025-11-05,08:48:00,4971,Generated transaction,BR005,ATM,ACC1008847,active,0,ACC1003965,active,1369,6340,1637,0,9014682756,1091419494,Smurfing
T009954,Deposit,2025-10-31,18:19:00,3321,Generated transaction,BR014,Branch,ACC1004731,active,6726,ACC1001289,active,1433,0,3405,6726,6522498691,3987653602,
T009955,Deposit,2025-11-06,03:20:00,1750,Generated transaction,BR006,ATM,ACC1006628,active,0,ACC1002438,active,301,2051,788,0,1898509703,3324285737,Smurfing
T009956,Deposit,2025-11-04,08:00:00,2682,Generated transaction,BR006,ATM,ACC1002287,active,0,ACC1005480,active,534,0,1027,0,6970855516,3771442988,Smurfing
T009957,Transfer,2025-11-04,09:00:00,4080,Generated transaction,BR040,Online,ACC1000420,active,705,ACC1009087,active,2533,6613,4785,705,6637204208,9408396811,
T009958,Deposit,2025-11-05,09:13:00,123,Generated transaction,BR009,ATM,ACC1000633,active,219,ACC1008492,active,335,458,342,219,5351182539,1035991794,
T009959,Transfer,2025-11-06,14:17:00,98,Generated transaction,BR022,Online,ACC1009027,active,1812,ACC1001230,active,2596,2694,1910,1812,9248934007,4362523977,Smurfing
T009960,Withdrawal,2025-11-05,02:03:00,4641,Generated transaction,BR011,Branch,ACC1008785,active,0,ACC1005771,active,2099,6740,1799,0,5721446256,4311454755,Smurfing
T009961,Deposit,2025-11-04,02:44:00,3327,Generated transaction,BR033,Online,ACC1007952,active,41384,ACC1005679,active,746,0,197,41384,1986416737,1922192022,Abnormal-Balance
T009962,Withdrawal,2025-11-05,00:27:00,1082,Generated transaction,BR015,Online,ACC1005649,active,0,ACC1004428,active,852,0,390,0,9811015992,7850960497,Smurfing
T009963,Deposit,2025-11-02,10:15:00,4463,Generated transaction,BR009,ATM,ACC1003547,active,8372,ACC1007305,active,1312,5775,3909,8372,9071773602,5187156917,
T009964,Transfer,2025-11-05,07:49:00,3612,Generated transaction,BR010,Branch,ACC1002906,active,0,ACC1006088,active,320,0,512,0,7764928791,5115088785,Smurfing
T009965,Transfer,2025-11-06,10:04:00,1813,Generated transaction,BR046,ATM,ACC1001191,active,0,ACC1007839,active,872,0,399,0,4016878342,9195744823,
T009966,Deposit,2025-11-04,19:40:00,2521,Generated transaction,BR016,Online,ACC1006501,active,15551,ACC1008735,active,2062,0,141,15551,3017400908,9433277894,Abnormal-Balance
T009967,Transfer,2025-11-01,21:39:00,3309,Generated transaction,BR033,ATM,ACC1003522,active,0,ACC1007431,active,1893,5202,603,0,7133946152,5839380001,Smurfing
T009968,Deposit,2025-11-02,14:57:00,1037,Generated transaction,BR044,Online,ACC8482897,active,1829,ACC1002743,active,2199,3236,792,1829,1580843679,2729985899,High-Risk
T009969,Withdrawal,2025-11-03,09:38:00,3913,Generated transaction,BR026,Branch,ACC1001279,active,338,ACC1007323,active,2848,0,4251,338,9850649416,8833645132,
T009970,Transfer,2025-11-03,09:34:00,3819,Generated transaction,BR029,ATM,ACC1004544,active,8758,ACC1005058,active,1393,0,4939,8758,8765672335,9626993426,
T009971,Transfer,2025-11-03,22:21:00,872,Generated transaction,BR017,ATM,ACC1006984,active,-666,ACC1006432,active,517,0,206,-666,8215333286,5673835541,Circular
T009972,Deposit,2025-11-01,09:56:00,2835,Generated transaction,BR045,ATM,ACC1009906,active,0,ACC1004255,active,2300,0,990,0,5814506047,5716417971,Smurfing
T009973,Transfer,2025-11-03,19:46:00,1525,Generated transaction,BR022,ATM,ACC6802190,active,-984,ACC1008612,active,1499,3024,541,-984,5872616421,7139941907,High-Risk
T009974,Transfer,2025-11-03,09:39:00,4643,Generated transaction,BR022,Branch,ACC1005071,active,-1983,ACC1005003,active,2908,0,2660,-1983,5239478704,9545494910,Circular
T009975,Withdrawal,2025-11-06,08:35:00,1850,Generated transaction,BR037,ATM,ACC1009117,active,0,ACC1005525,active,2640,790,1600,0,8210121068,6738356811,
T009976,Withdrawal,2025-11-05,17:39:00,2154,Generated transaction,BR049,Branch,ACC1005885,active,-1863,ACC1002527,active,2576,4730,291,-1863,4346460724,1160881500,Circular
